config,level,round,order_index,batch_id,source_records,elapsed_ms_per_batch,compute_sum_ms_per_batch,cpu_sum_ms_per_batch,other_overhead_ms_per_batch,elapsed_ms_per_record,compute_sum_ms_per_record,other_overhead_ms_per_record,compute_A_ms_per_batch,compute_A_ms_per_record,cpu_A_ms_per_batch,compute_B_ms_per_batch,compute_B_ms_per_record,cpu_B_ms_per_batch,compute_C_ms_per_batch,compute_C_ms_per_record,cpu_C_ms_per_batch
U,1,1,0,31,4,142.730756,19.528555,19.805960000000002,123.20220100000002,35.682689,4.88213875,30.800550250000004,5.3230699999999995,1.3307674999999999,5.5895340000000004,4.536273,1.13406825,4.541609,9.669212000000002,2.4173030000000004,9.674817000000001
U,1,1,0,32,4,202.436969,19.365240999999997,19.408775,183.071728,50.60924225,4.841310249999999,45.767932,4.57235,1.1430875,4.578727,7.039823999999999,1.7599559999999999,7.046946,7.753067,1.93826675,7.783102
U,1,1,0,33,4,185.641232,16.544169,16.602038,169.097063,46.410308,4.13604225,42.27426575,4.972623,1.24315575,4.988937999999999,5.199428000000001,1.2998570000000003,5.229804000000001,6.372118,1.5930295,6.3832960000000005
U,1,1,0,34,4,194.450991,18.203297,19.904494,176.247694,48.61274775,4.55082425,44.0619235,5.41989,1.3549725,5.425193999999999,8.675203,2.16880075,10.050523,4.108204000000001,1.0270510000000002,4.428777
U,1,1,0,35,4,206.980024,26.597699,26.705261,180.38232499999998,51.745006,6.64942475,45.095581249999995,4.530812,1.132703,4.538786,6.1426609999999995,1.5356652499999999,6.178126,15.924226,3.9810565,15.988349
U,1,1,0,36,4,222.431093,29.511237,30.520463999999997,192.919856,55.60777325,7.37780925,48.229964,6.190939,1.54773475,7.170738,12.366417000000002,3.0916042500000005,12.376149999999999,10.953880999999999,2.7384702499999998,10.973576
U,1,1,0,37,4,223.410298,29.84107,29.877429,193.569228,55.8525745,7.4602675,48.392307,6.211238,1.5528095,6.2212570000000005,9.490834999999999,2.3727087499999997,9.501349,14.138997,3.53474925,14.154823
U,1,1,0,38,4,130.62052,21.14831,21.181107,109.47221,32.65513,5.2870775,27.3680525,6.144589999999999,1.5361474999999998,6.1560310000000005,8.93505,2.2337625,8.945896,6.06867,1.5171675,6.07918
U,1,1,0,39,4,140.689326,34.941973000000004,34.97574899999999,105.74735299999999,35.1723315,8.735493250000001,26.436838249999997,6.142562,1.5356405,6.154253000000001,12.12644,3.03161,12.136510999999999,16.672971,4.16824275,16.684984999999998
U,1,1,0,40,4,140.501811,35.3006,35.379448999999994,105.201211,35.12545275,8.82515,26.30030275,12.981429,3.24535725,13.038142,6.1702960000000004,1.5425740000000001,6.181982,16.148875,4.03721875,16.159325
U,1,1,0,41,4,126.595951,21.373333000000002,21.405952,105.222618,31.64898775,5.343333250000001,26.3056545,6.131813999999999,1.5329534999999999,6.142669,6.1646220000000005,1.5411555000000001,6.175191,9.076897,2.26922425,9.088092
U,1,1,0,42,4,139.121914,32.625966,32.787554,106.495948,34.7804785,8.1564915,26.623987,6.212332,1.553083,6.222206999999999,6.124741,1.53118525,6.155476999999999,20.288892999999998,5.0722232499999995,20.40987
